id,Cmax,pos,Ymax,pos,Smax,pos,Smean,D,?,Dmaxcut,Networks-used
g_30996,0.164,36,0.144,31,0.186,20,0.139,0.142,N,0.5,SignalP-TM
g_30997,0.112,49,0.147,12,0.296,4,0.218,0.185,N,0.45,SignalP-noTM
g_30998,0.11,68,0.109,11,0.127,1,0.101,0.104,N,0.45,SignalP-noTM
g_30999,0.289,22,0.479,22,0.883,19,0.794,0.649,Y,0.45,SignalP-noTM
g_31000,0.138,34,0.117,34,0.114,48,0.099,0.107,N,0.45,SignalP-noTM
g_31001,0.109,66,0.111,31,0.135,12,0.109,0.11,N,0.45,SignalP-noTM
g_31002,0.108,47,0.106,12,0.113,5,0.105,0.105,N,0.45,SignalP-noTM
g_31003,0.218,30,0.202,30,0.36,3,0.223,0.211,N,0.5,SignalP-TM
g_31004,0.135,39,0.123,18,0.251,12,0.143,0.134,N,0.45,SignalP-noTM
g_31005,0.166,26,0.135,26,0.157,6,0.112,0.123,N,0.45,SignalP-noTM
g_31006,0.11,66,0.145,11,0.261,3,0.18,0.164,N,0.45,SignalP-noTM
g_31007,0.124,42,0.12,57,0.223,50,0.12,0.12,N,0.45,SignalP-noTM
g_31008,0.423,24,0.614,18,0.974,12,0.954,0.797,Y,0.45,SignalP-noTM
g_31009,0.11,43,0.124,12,0.17,1,0.114,0.118,N,0.45,SignalP-noTM
g_31010,0.16,55,0.151,55,0.238,53,0.126,0.141,N,0.5,SignalP-TM
g_31011,0.118,54,0.106,54,0.114,54,0.095,0.1,N,0.45,SignalP-noTM
g_31012,0.151,29,0.178,12,0.372,1,0.22,0.201,N,0.45,SignalP-noTM
g_31013,0.166,38,0.155,20,0.291,8,0.21,0.177,N,0.5,SignalP-TM
g_31014,0.156,32,0.16,32,0.273,7,0.169,0.165,N,0.45,SignalP-noTM
g_31015,0.11,31,0.105,11,0.117,29,0.102,0.104,N,0.45,SignalP-noTM
g_31016,0.11,30,0.111,51,0.153,49,0.107,0.109,N,0.45,SignalP-noTM
g_31017,0.159,31,0.118,31,0.155,2,0.093,0.105,N,0.45,SignalP-noTM
g_31018,0.112,57,0.116,11,0.132,4,0.116,0.116,N,0.45,SignalP-noTM
g_31019,0.176,20,0.139,20,0.135,13,0.111,0.124,N,0.45,SignalP-noTM
g_31020,0.112,63,0.127,28,0.194,10,0.144,0.136,N,0.45,SignalP-noTM
g_31021,0.132,30,0.234,11,0.63,7,0.507,0.381,N,0.45,SignalP-noTM
g_31022,0.65,25,0.355,25,0.438,22,0.194,0.268,N,0.45,SignalP-noTM
g_31023,0.131,22,0.138,22,0.234,13,0.145,0.142,N,0.45,SignalP-noTM
g_31024,0.107,42,0.104,12,0.117,55,0.094,0.098,N,0.45,SignalP-noTM
g_31025,0.108,28,0.109,12,0.17,3,0.118,0.114,N,0.45,SignalP-noTM
g_31026,0.411,25,0.225,25,0.189,24,0.125,0.171,N,0.45,SignalP-noTM
g_31027,0.786,34,0.859,34,0.986,23,0.868,0.864,Y,0.45,SignalP-noTM
g_31028,0.26,47,0.234,47,0.442,44,0.162,0.195,N,0.45,SignalP-noTM
g_31029,0.115,27,0.124,11,0.169,1,0.127,0.126,N,0.45,SignalP-noTM
g_31030,0.11,65,0.141,11,0.305,4,0.173,0.158,N,0.45,SignalP-noTM
g_31031,0.117,35,0.164,12,0.395,5,0.265,0.219,N,0.45,SignalP-noTM
g_31032,0.149,52,0.174,23,0.349,4,0.244,0.212,N,0.45,SignalP-noTM
g_31033,0.276,24,0.193,24,0.202,22,0.134,0.161,N,0.45,SignalP-noTM
g_31034,0.112,51,0.104,49,0.114,36,0.092,0.097,N,0.45,SignalP-noTM
g_31035,0.479,26,0.626,26,0.92,7,0.819,0.73,Y,0.45,SignalP-noTM
g_31036,0.784,42,0.51,42,0.508,39,0.199,0.385,N,0.5,SignalP-TM
g_31037,0.109,42,0.105,31,0.122,41,0.102,0.103,N,0.45,SignalP-noTM
g_31038,0.285,32,0.223,32,0.289,1,0.196,0.209,N,0.45,SignalP-noTM
g_31039,0.271,65,0.162,65,0.117,54,0.094,0.125,N,0.45,SignalP-noTM
g_31040,0.128,39,0.126,32,0.197,12,0.129,0.127,N,0.45,SignalP-noTM
g_31041,0.801,21,0.657,21,0.744,2,0.586,0.629,Y,0.5,SignalP-TM
g_31042,0.196,43,0.154,43,0.178,39,0.109,0.13,N,0.45,SignalP-noTM
g_31043,0.108,41,0.119,12,0.175,5,0.131,0.126,N,0.45,SignalP-noTM
g_31044,0.127,26,0.119,26,0.148,7,0.112,0.115,N,0.45,SignalP-noTM
g_31045,0.157,31,0.124,31,0.128,2,0.099,0.11,N,0.45,SignalP-noTM
g_31046,0.111,25,0.133,16,0.25,5,0.18,0.159,N,0.45,SignalP-noTM
g_31047,0.111,24,0.104,24,0.115,11,0.099,0.101,N,0.45,SignalP-noTM
g_31048,0.113,48,0.103,69,0.115,54,0.093,0.098,N,0.45,SignalP-noTM
g_31049,0.112,63,0.107,63,0.119,54,0.101,0.104,N,0.45,SignalP-noTM
g_31050,0.125,44,0.111,44,0.115,41,0.093,0.102,N,0.45,SignalP-noTM
g_31051,0.133,47,0.113,47,0.128,46,0.094,0.103,N,0.45,SignalP-noTM
g_31052,0.12,20,0.186,20,0.364,11,0.286,0.24,N,0.45,SignalP-noTM
g_31053,0.219,35,0.163,35,0.229,12,0.127,0.144,N,0.45,SignalP-noTM
g_31054,0.293,22,0.244,22,0.419,20,0.201,0.221,N,0.45,SignalP-noTM
g_31055,0.284,37,0.197,37,0.217,6,0.15,0.172,N,0.45,SignalP-noTM
g_31056,0.111,50,0.107,11,0.118,4,0.11,0.109,N,0.45,SignalP-noTM
g_31057,0.114,30,0.108,68,0.12,52,0.104,0.106,N,0.45,SignalP-noTM
g_31058,0.108,24,0.106,24,0.13,23,0.104,0.105,N,0.45,SignalP-noTM
g_31059,0.285,51,0.303,19,0.779,5,0.591,0.459,Y,0.45,SignalP-noTM
g_31060,0.699,24,0.667,24,0.828,16,0.641,0.653,Y,0.45,SignalP-noTM
g_31061,0.137,15,0.12,15,0.145,4,0.107,0.113,N,0.45,SignalP-noTM
g_31062,0.111,44,0.131,12,0.189,3,0.15,0.141,N,0.45,SignalP-noTM
g_31063,0.233,17,0.171,17,0.214,29,0.125,0.152,N,0.5,SignalP-TM
g_31064,0.139,61,0.124,22,0.194,4,0.129,0.127,N,0.45,SignalP-noTM
g_31065,0.161,24,0.176,24,0.409,3,0.195,0.186,N,0.45,SignalP-noTM
g_31066,0.672,30,0.274,30,0.261,29,0.114,0.188,N,0.45,SignalP-noTM
g_31067,0.114,40,0.107,62,0.11,42,0.098,0.103,N,0.45,SignalP-noTM
g_31068,0.108,22,0.105,39,0.118,2,0.101,0.103,N,0.45,SignalP-noTM
g_31069,0.117,26,0.114,26,0.135,1,0.112,0.113,N,0.45,SignalP-noTM
g_31070,0.11,62,0.121,13,0.168,1,0.114,0.117,N,0.45,SignalP-noTM
g_31071,0.13,19,0.119,19,0.127,18,0.11,0.114,N,0.45,SignalP-noTM
g_31072,0.113,24,0.112,24,0.137,23,0.112,0.112,N,0.45,SignalP-noTM
g_31073,0.131,45,0.121,30,0.154,13,0.111,0.116,N,0.45,SignalP-noTM
g_31074,0.191,32,0.137,32,0.153,1,0.103,0.119,N,0.45,SignalP-noTM
g_31075,0.111,36,0.11,56,0.167,44,0.111,0.11,N,0.45,SignalP-noTM
g_31076,0.206,25,0.159,25,0.184,21,0.123,0.14,N,0.45,SignalP-noTM
g_31077,0.168,20,0.125,20,0.119,54,0.093,0.108,N,0.45,SignalP-noTM
g_31078,0.163,26,0.13,26,0.12,39,0.104,0.116,N,0.45,SignalP-noTM
g_31079,0.113,21,0.12,14,0.16,9,0.134,0.128,N,0.45,SignalP-noTM
g_31080,0.131,29,0.121,29,0.165,27,0.112,0.116,N,0.45,SignalP-noTM
g_31081,0.138,44,0.118,44,0.122,2,0.1,0.108,N,0.45,SignalP-noTM
g_31082,0.125,62,0.118,20,0.165,2,0.11,0.114,N,0.45,SignalP-noTM
g_31083,0.111,43,0.114,11,0.153,11,0.114,0.114,N,0.45,SignalP-noTM
g_31084,0.855,24,0.896,24,0.976,5,0.938,0.919,Y,0.45,SignalP-noTM
g_31085,0.244,20,0.28,20,0.611,1,0.385,0.322,N,0.5,SignalP-TM
g_31086,0.19,25,0.149,11,0.378,2,0.176,0.16,N,0.5,SignalP-TM
g_31087,0.182,27,0.259,47,0.603,42,0.263,0.261,N,0.5,SignalP-TM
g_31088,0.119,16,0.155,16,0.291,13,0.207,0.183,N,0.45,SignalP-noTM
g_31089,0.134,26,0.112,57,0.128,34,0.102,0.106,N,0.45,SignalP-noTM
g_31090,0.429,21,0.423,21,0.584,2,0.447,0.432,N,0.5,SignalP-TM
g_31091,0.108,69,0.106,51,0.156,10,0.103,0.105,N,0.45,SignalP-noTM
g_31092,0.121,26,0.111,26,0.136,12,0.102,0.107,N,0.45,SignalP-noTM
g_31093,0.111,56,0.103,61,0.111,24,0.095,0.099,N,0.45,SignalP-noTM
g_31094,0.17,21,0.133,21,0.2,1,0.114,0.126,N,0.5,SignalP-TM
g_31095,0.13,54,0.128,54,0.256,46,0.111,0.119,N,0.45,SignalP-noTM
g_31096,0.108,55,0.105,12,0.11,1,0.097,0.1,N,0.45,SignalP-noTM
g_31097,0.256,30,0.348,30,0.758,14,0.509,0.435,N,0.45,SignalP-noTM
g_31098,0.113,40,0.106,40,0.11,28,0.096,0.101,N,0.45,SignalP-noTM
g_31099,0.372,22,0.533,22,0.925,1,0.756,0.654,Y,0.45,SignalP-noTM
g_31100,0.108,30,0.103,30,0.121,23,0.095,0.099,N,0.45,SignalP-noTM
g_31101,0.12,27,0.119,47,0.178,46,0.114,0.116,N,0.45,SignalP-noTM
g_31102,0.116,24,0.113,24,0.136,38,0.11,0.111,N,0.45,SignalP-noTM
g_31103,0.109,66,0.105,41,0.109,38,0.094,0.099,N,0.45,SignalP-noTM
g_31104,0.12,20,0.116,20,0.128,15,0.113,0.114,N,0.45,SignalP-noTM
g_31105,0.114,42,0.109,24,0.13,2,0.111,0.11,N,0.45,SignalP-noTM
g_31106,0.109,30,0.104,30,0.121,11,0.098,0.101,N,0.45,SignalP-noTM
g_31107,0.144,24,0.159,24,0.245,3,0.177,0.169,N,0.45,SignalP-noTM
g_31108,0.179,33,0.139,33,0.158,15,0.112,0.124,N,0.45,SignalP-noTM
g_31109,0.192,20,0.206,20,0.288,1,0.21,0.208,N,0.45,SignalP-noTM
g_31110,0.112,50,0.107,28,0.13,11,0.105,0.106,N,0.45,SignalP-noTM
g_31111,0.124,49,0.134,49,0.19,42,0.12,0.126,N,0.45,SignalP-noTM
g_31112,0.117,27,0.132,27,0.213,26,0.141,0.136,N,0.5,SignalP-TM
g_31113,0.14,26,0.131,11,0.21,2,0.139,0.135,N,0.45,SignalP-noTM
g_31114,0.116,46,0.113,22,0.15,13,0.113,0.113,N,0.45,SignalP-noTM
g_31115,0.111,11,0.121,11,0.151,1,0.108,0.114,N,0.45,SignalP-noTM
g_31116,0.135,39,0.126,39,0.16,33,0.115,0.12,N,0.45,SignalP-noTM
g_31117,0.399,19,0.457,19,0.745,1,0.552,0.495,N,0.5,SignalP-TM
g_31118,0.108,45,0.106,69,0.113,61,0.097,0.101,N,0.45,SignalP-noTM
g_31119,0.274,37,0.218,37,0.289,31,0.158,0.186,N,0.45,SignalP-noTM
g_31120,0.13,27,0.109,27,0.117,1,0.094,0.101,N,0.45,SignalP-noTM
g_31121,0.119,44,0.107,44,0.111,49,0.098,0.102,N,0.45,SignalP-noTM
g_31122,0.146,24,0.176,24,0.266,12,0.213,0.196,N,0.45,SignalP-noTM
g_31123,0.184,17,0.145,17,0.133,3,0.114,0.128,N,0.45,SignalP-noTM
g_31124,0.168,35,0.143,35,0.166,7,0.128,0.135,N,0.45,SignalP-noTM
g_31125,0.114,66,0.129,15,0.214,12,0.152,0.141,N,0.45,SignalP-noTM
g_31126,0.183,26,0.171,26,0.294,21,0.165,0.168,N,0.45,SignalP-noTM
g_31127,0.116,40,0.126,12,0.2,42,0.136,0.132,N,0.45,SignalP-noTM
g_31128,0.119,69,0.105,16,0.128,7,0.1,0.103,N,0.45,SignalP-noTM
g_31129,0.187,43,0.158,43,0.234,46,0.118,0.136,N,0.45,SignalP-noTM
g_31130,0.108,59,0.104,70,0.11,20,0.1,0.102,N,0.45,SignalP-noTM
g_31131,0.138,43,0.128,43,0.21,42,0.108,0.117,N,0.45,SignalP-noTM
g_31132,0.282,31,0.281,31,0.466,6,0.301,0.292,N,0.45,SignalP-noTM
g_31133,0.112,36,0.107,60,0.133,40,0.1,0.103,N,0.45,SignalP-noTM
g_31134,0.125,48,0.123,48,0.196,37,0.113,0.118,N,0.45,SignalP-noTM
g_31135,0.186,17,0.35,17,0.792,5,0.648,0.511,Y,0.45,SignalP-noTM
g_31136,0.194,36,0.143,36,0.132,33,0.097,0.119,N,0.45,SignalP-noTM
g_31137,0.588,35,0.663,35,0.89,14,0.723,0.695,Y,0.45,SignalP-noTM
g_31138,0.111,57,0.124,11,0.201,2,0.138,0.132,N,0.45,SignalP-noTM
g_31139,0.159,18,0.139,18,0.196,38,0.118,0.128,N,0.45,SignalP-noTM
g_31140,0.465,24,0.617,24,0.923,13,0.817,0.725,Y,0.45,SignalP-noTM
g_31141,0.17,62,0.138,62,0.144,46,0.109,0.122,N,0.45,SignalP-noTM
g_31142,0.145,24,0.124,24,0.125,19,0.106,0.114,N,0.45,SignalP-noTM
g_31143,0.359,20,0.551,20,0.899,5,0.845,0.71,Y,0.45,SignalP-noTM
g_31144,0.205,28,0.223,18,0.506,5,0.295,0.252,N,0.5,SignalP-TM
g_31145,0.131,66,0.214,12,0.707,2,0.381,0.304,N,0.45,SignalP-noTM
g_31146,0.108,45,0.104,36,0.117,20,0.096,0.1,N,0.45,SignalP-noTM
g_31147,0.226,26,0.198,26,0.264,18,0.176,0.189,N,0.5,SignalP-TM
g_31148,0.108,46,0.115,11,0.147,2,0.123,0.119,N,0.45,SignalP-noTM
g_31149,0.113,23,0.144,14,0.248,3,0.185,0.167,N,0.45,SignalP-noTM
g_31150,0.109,40,0.105,24,0.108,61,0.101,0.102,N,0.45,SignalP-noTM
g_31151,0.109,45,0.114,53,0.185,48,0.104,0.109,N,0.45,SignalP-noTM
g_31152,0.369,25,0.502,25,0.875,15,0.675,0.595,Y,0.45,SignalP-noTM
g_31153,0.11,67,0.107,41,0.128,24,0.1,0.103,N,0.45,SignalP-noTM
g_31154,0.583,20,0.505,20,0.749,1,0.495,0.501,Y,0.5,SignalP-TM
g_31155,0.148,22,0.127,22,0.154,1,0.107,0.116,N,0.45,SignalP-noTM
g_31156,0.245,24,0.187,24,0.236,1,0.146,0.165,N,0.45,SignalP-noTM
g_31157,0.111,43,0.119,52,0.347,42,0.113,0.116,N,0.45,SignalP-noTM
g_31158,0.112,47,0.155,12,0.319,6,0.242,0.19,N,0.5,SignalP-TM
g_31159,0.155,21,0.198,21,0.414,16,0.256,0.229,N,0.45,SignalP-noTM
g_31160,0.126,45,0.119,12,0.225,2,0.117,0.118,N,0.45,SignalP-noTM
g_31161,0.111,51,0.103,67,0.122,54,0.097,0.1,N,0.45,SignalP-noTM
g_31162,0.113,68,0.119,59,0.172,58,0.109,0.115,N,0.5,SignalP-TM
g_31163,0.132,19,0.125,19,0.15,15,0.122,0.124,N,0.45,SignalP-noTM
g_31164,0.155,39,0.179,39,0.335,35,0.205,0.193,N,0.45,SignalP-noTM
g_31165,0.118,33,0.121,11,0.172,3,0.129,0.125,N,0.45,SignalP-noTM
g_31166,0.13,41,0.113,41,0.113,40,0.092,0.101,N,0.45,SignalP-noTM
g_31167,0.115,61,0.124,13,0.166,3,0.133,0.128,N,0.45,SignalP-noTM
g_31168,0.107,46,0.109,68,0.126,56,0.101,0.105,N,0.45,SignalP-noTM
g_31169,0.113,19,0.106,19,0.122,4,0.098,0.102,N,0.45,SignalP-noTM
g_31170,0.179,18,0.398,18,0.931,12,0.893,0.665,Y,0.45,SignalP-noTM
g_31171,0.159,21,0.242,21,0.584,20,0.363,0.307,N,0.45,SignalP-noTM
g_31172,0.113,69,0.143,11,0.233,1,0.141,0.142,N,0.45,SignalP-noTM
g_31173,0.66,16,0.766,16,0.942,14,0.891,0.816,Y,0.5,SignalP-TM
g_31174,0.246,22,0.258,16,0.652,1,0.411,0.319,N,0.5,SignalP-TM
g_31175,0.108,53,0.102,62,0.108,55,0.092,0.097,N,0.45,SignalP-noTM
g_31176,0.113,41,0.107,41,0.116,25,0.099,0.103,N,0.45,SignalP-noTM
g_31177,0.284,38,0.226,38,0.453,36,0.165,0.193,N,0.45,SignalP-noTM
g_31178,0.115,30,0.131,49,0.295,35,0.143,0.137,N,0.45,SignalP-noTM
g_31179,0.236,21,0.185,21,0.181,13,0.141,0.161,N,0.45,SignalP-noTM
g_31180,0.108,41,0.104,68,0.113,2,0.097,0.1,N,0.45,SignalP-noTM
g_31181,0.124,27,0.11,27,0.122,1,0.1,0.105,N,0.45,SignalP-noTM
g_31182,0.117,20,0.137,12,0.231,1,0.127,0.132,N,0.45,SignalP-noTM
g_31183,0.147,28,0.173,28,0.284,23,0.198,0.183,N,0.5,SignalP-TM
g_31184,0.388,28,0.499,28,0.846,22,0.644,0.578,Y,0.45,SignalP-noTM
g_31185,0.12,40,0.105,40,0.108,14,0.094,0.099,N,0.45,SignalP-noTM
g_31186,0.11,44,0.106,44,0.16,34,0.101,0.103,N,0.45,SignalP-noTM
g_31187,0.115,22,0.109,22,0.131,21,0.104,0.107,N,0.45,SignalP-noTM
g_31188,0.12,34,0.117,12,0.157,4,0.123,0.12,N,0.45,SignalP-noTM
g_31189,0.116,39,0.147,28,0.257,8,0.193,0.172,N,0.45,SignalP-noTM
g_31190,0.111,48,0.12,15,0.195,13,0.128,0.125,N,0.45,SignalP-noTM
g_31191,0.138,32,0.227,32,0.455,17,0.36,0.28,N,0.5,SignalP-TM
g_31192,0.115,30,0.104,30,0.126,4,0.098,0.101,N,0.45,SignalP-noTM
g_31193,0.666,27,0.478,27,0.445,12,0.344,0.405,N,0.45,SignalP-noTM
g_31194,0.112,21,0.109,21,0.129,2,0.105,0.107,N,0.45,SignalP-noTM
g_31195,0.182,49,0.151,49,0.151,37,0.123,0.136,N,0.45,SignalP-noTM
g_31196,0.128,20,0.165,11,0.329,1,0.196,0.182,N,0.45,SignalP-noTM
g_31197,0.198,24,0.39,24,0.912,5,0.775,0.598,Y,0.45,SignalP-noTM
g_31198,0.129,21,0.154,21,0.227,17,0.181,0.169,N,0.45,SignalP-noTM
g_31199,0.13,31,0.111,31,0.121,22,0.096,0.102,N,0.45,SignalP-noTM
g_31200,0.109,36,0.119,11,0.155,1,0.112,0.115,N,0.45,SignalP-noTM
g_31201,0.117,30,0.131,30,0.202,45,0.119,0.126,N,0.5,SignalP-TM
g_31202,0.11,47,0.102,42,0.112,51,0.093,0.097,N,0.45,SignalP-noTM
g_31203,0.322,19,0.232,19,0.242,14,0.173,0.2,N,0.45,SignalP-noTM
g_31204,0.134,33,0.123,33,0.154,32,0.114,0.118,N,0.45,SignalP-noTM
g_31205,0.163,44,0.192,44,0.428,41,0.23,0.207,N,0.5,SignalP-TM
g_31206,0.108,63,0.105,12,0.125,4,0.101,0.103,N,0.45,SignalP-noTM
g_31207,0.116,69,0.167,11,0.344,2,0.218,0.194,N,0.45,SignalP-noTM
g_31208,0.112,46,0.106,69,0.116,45,0.1,0.103,N,0.45,SignalP-noTM
g_31209,0.222,35,0.192,35,0.217,5,0.169,0.179,N,0.45,SignalP-noTM
g_31210,0.115,23,0.109,55,0.123,7,0.105,0.107,N,0.45,SignalP-noTM
g_31211,0.118,27,0.141,64,0.228,57,0.142,0.141,N,0.5,SignalP-TM
g_31212,0.163,20,0.136,20,0.174,15,0.112,0.123,N,0.45,SignalP-noTM
g_31213,0.108,12,0.104,31,0.114,15,0.099,0.102,N,0.45,SignalP-noTM
g_31214,0.145,23,0.125,23,0.152,12,0.109,0.116,N,0.45,SignalP-noTM
g_31215,0.108,47,0.104,47,0.113,12,0.097,0.1,N,0.45,SignalP-noTM
g_31216,0.111,49,0.119,49,0.191,40,0.11,0.114,N,0.45,SignalP-noTM
g_31217,0.126,41,0.113,41,0.122,40,0.098,0.105,N,0.45,SignalP-noTM
g_31218,0.109,50,0.11,56,0.131,42,0.105,0.108,N,0.45,SignalP-noTM
g_31219,0.114,46,0.109,39,0.121,27,0.097,0.102,N,0.45,SignalP-noTM
g_31220,0.127,24,0.183,11,0.496,2,0.273,0.232,N,0.45,SignalP-noTM
g_31221,0.131,43,0.113,43,0.124,2,0.097,0.104,N,0.45,SignalP-noTM
g_31222,0.179,35,0.134,35,0.161,34,0.101,0.116,N,0.45,SignalP-noTM
g_31223,0.149,37,0.206,37,0.359,34,0.206,0.206,N,0.5,SignalP-TM
g_31224,0.109,64,0.106,64,0.128,8,0.102,0.104,N,0.45,SignalP-noTM
g_31225,0.106,50,0.103,11,0.12,28,0.089,0.095,N,0.45,SignalP-noTM
g_31226,0.135,35,0.225,35,0.67,33,0.25,0.235,N,0.5,SignalP-TM
g_31227,0.291,37,0.395,37,0.751,30,0.388,0.392,N,0.5,SignalP-TM
g_31228,0.149,46,0.174,46,0.385,45,0.165,0.171,N,0.5,SignalP-TM
g_31229,0.13,50,0.115,11,0.151,9,0.129,0.123,N,0.45,SignalP-noTM
g_31230,0.123,27,0.142,27,0.339,12,0.162,0.153,N,0.45,SignalP-noTM
g_31231,0.119,30,0.211,11,0.536,1,0.287,0.252,N,0.45,SignalP-noTM
g_31232,0.118,34,0.113,59,0.162,31,0.11,0.111,N,0.45,SignalP-noTM
g_31233,0.118,28,0.166,17,0.305,15,0.225,0.197,N,0.45,SignalP-noTM
g_31234,0.134,23,0.12,23,0.128,1,0.106,0.112,N,0.45,SignalP-noTM
g_31235,0.107,65,0.102,41,0.124,68,0.094,0.099,N,0.5,SignalP-TM
g_31236,0.132,23,0.176,23,0.325,12,0.236,0.209,N,0.45,SignalP-noTM
g_31237,0.122,54,0.111,54,0.126,55,0.094,0.102,N,0.45,SignalP-noTM
g_31238,0.155,18,0.138,18,0.136,1,0.12,0.128,N,0.45,SignalP-noTM
g_31239,0.192,20,0.39,20,0.895,11,0.799,0.611,Y,0.45,SignalP-noTM
g_31240,0.119,40,0.113,11,0.152,44,0.119,0.116,N,0.45,SignalP-noTM
g_31241,0.11,37,0.11,46,0.127,25,0.1,0.105,N,0.45,SignalP-noTM
g_31242,0.131,26,0.162,12,0.417,5,0.236,0.202,N,0.45,SignalP-noTM
g_31243,0.171,31,0.153,31,0.425,27,0.138,0.145,N,0.45,SignalP-noTM
g_31244,0.114,26,0.105,26,0.108,42,0.096,0.1,N,0.45,SignalP-noTM
g_31245,0.111,28,0.109,45,0.12,26,0.1,0.104,N,0.45,SignalP-noTM
g_31246,0.109,57,0.134,12,0.194,1,0.148,0.142,N,0.45,SignalP-noTM
g_31247,0.112,32,0.108,56,0.123,35,0.104,0.106,N,0.45,SignalP-noTM
g_31248,0.149,28,0.172,28,0.286,4,0.212,0.194,N,0.45,SignalP-noTM
g_31249,0.187,37,0.14,37,0.136,34,0.107,0.122,N,0.45,SignalP-noTM
g_31250,0.157,18,0.204,18,0.372,17,0.267,0.238,N,0.45,SignalP-noTM
g_31251,0.118,54,0.147,12,0.247,7,0.207,0.171,N,0.5,SignalP-TM
g_31252,0.108,67,0.104,67,0.124,4,0.095,0.099,N,0.45,SignalP-noTM
g_31253,0.165,17,0.129,17,0.135,13,0.104,0.115,N,0.45,SignalP-noTM
g_31254,0.127,23,0.113,23,0.131,37,0.1,0.106,N,0.45,SignalP-noTM
g_31255,0.123,31,0.125,31,0.173,10,0.129,0.128,N,0.45,SignalP-noTM
g_31256,0.171,57,0.13,57,0.107,38,0.094,0.111,N,0.45,SignalP-noTM
g_31257,0.139,34,0.179,26,0.34,8,0.234,0.209,N,0.45,SignalP-noTM
g_31258,0.12,37,0.153,11,0.276,3,0.218,0.179,N,0.5,SignalP-TM
g_31259,0.176,48,0.144,48,0.227,2,0.122,0.132,N,0.45,SignalP-noTM
g_31260,0.138,20,0.14,20,0.184,1,0.134,0.137,N,0.45,SignalP-noTM
g_31261,0.292,22,0.244,22,0.368,1,0.195,0.217,N,0.45,SignalP-noTM
g_31262,0.115,56,0.111,11,0.131,44,0.101,0.106,N,0.45,SignalP-noTM
g_31263,0.141,26,0.129,26,0.196,6,0.119,0.124,N,0.45,SignalP-noTM
g_31264,0.117,43,0.143,43,0.456,36,0.158,0.151,N,0.45,SignalP-noTM
g_31265,0.489,19,0.679,19,0.976,12,0.944,0.822,Y,0.45,SignalP-noTM
g_31266,0.11,60,0.109,34,0.128,31,0.106,0.107,N,0.45,SignalP-noTM
g_31267,0.162,20,0.165,20,0.218,2,0.166,0.166,N,0.45,SignalP-noTM
g_31268,0.254,18,0.301,18,0.48,1,0.319,0.31,N,0.45,SignalP-noTM
g_31269,0.137,27,0.113,27,0.128,1,0.096,0.104,N,0.45,SignalP-noTM
g_31270,0.134,64,0.217,11,0.586,1,0.32,0.272,N,0.45,SignalP-noTM
g_31271,0.111,61,0.108,61,0.121,39,0.098,0.103,N,0.45,SignalP-noTM
g_31272,0.114,39,0.108,39,0.127,38,0.101,0.105,N,0.45,SignalP-noTM
g_31273,0.122,39,0.128,22,0.194,20,0.156,0.139,N,0.5,SignalP-TM
g_31274,0.56,28,0.662,28,0.939,7,0.8,0.736,Y,0.45,SignalP-noTM
g_31275,0.11,45,0.107,37,0.117,23,0.097,0.102,N,0.45,SignalP-noTM
g_31276,0.112,56,0.11,12,0.135,3,0.109,0.109,N,0.45,SignalP-noTM
g_31277,0.107,64,0.108,12,0.132,24,0.108,0.108,N,0.45,SignalP-noTM
g_31278,0.132,19,0.125,19,0.152,18,0.117,0.12,N,0.45,SignalP-noTM
g_31279,0.127,17,0.112,20,0.14,14,0.102,0.107,N,0.45,SignalP-noTM
g_31280,0.203,30,0.166,30,0.333,29,0.133,0.148,N,0.45,SignalP-noTM
g_31281,0.321,24,0.347,24,0.783,4,0.459,0.392,N,0.5,SignalP-TM
g_31282,0.149,23,0.122,23,0.126,51,0.1,0.11,N,0.45,SignalP-noTM
g_31283,0.122,15,0.123,15,0.152,1,0.11,0.116,N,0.45,SignalP-noTM
g_31284,0.115,21,0.114,11,0.138,1,0.104,0.108,N,0.45,SignalP-noTM
g_31285,0.116,22,0.119,12,0.149,1,0.124,0.121,N,0.45,SignalP-noTM
g_31286,0.111,46,0.131,17,0.208,10,0.163,0.149,N,0.45,SignalP-noTM
g_31287,0.107,56,0.104,33,0.124,22,0.1,0.102,N,0.45,SignalP-noTM
g_31288,0.113,65,0.106,65,0.114,22,0.097,0.101,N,0.45,SignalP-noTM
g_31289,0.126,46,0.136,46,0.211,41,0.135,0.135,N,0.45,SignalP-noTM
g_31290,0.127,36,0.114,36,0.121,22,0.1,0.107,N,0.45,SignalP-noTM
g_31291,0.111,66,0.107,66,0.111,24,0.099,0.103,N,0.45,SignalP-noTM
g_31292,0.211,39,0.2,39,0.301,38,0.174,0.186,N,0.45,SignalP-noTM
g_31293,0.173,25,0.24,12,0.714,1,0.386,0.319,N,0.45,SignalP-noTM
g_31294,0.118,60,0.112,12,0.129,1,0.108,0.11,N,0.45,SignalP-noTM
g_31295,0.11,50,0.107,50,0.122,33,0.097,0.102,N,0.45,SignalP-noTM
g_31296,0.113,52,0.109,52,0.144,43,0.103,0.106,N,0.45,SignalP-noTM
g_31297,0.109,53,0.103,70,0.114,54,0.098,0.1,N,0.45,SignalP-noTM
g_31298,0.119,18,0.108,54,0.136,2,0.099,0.103,N,0.45,SignalP-noTM
