id,len,ExpAA,First60,PredHel,Topology
g_23416,len=122,ExpAA=0.12,First60=0.12,PredHel=0,Topology=o
g_23417,len=233,ExpAA=0.08,First60=0.00,PredHel=0,Topology=o
g_23418,len=571,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23419,len=151,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23420,len=132,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23421,len=571,ExpAA=18.15,First60=0.00,PredHel=1,Topology=o510-532i
g_23422,len=150,ExpAA=53.69,First60=4.66,PredHel=2,Topology=i57-79o94-116i
g_23423,len=150,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23424,len=463,ExpAA=0.08,First60=0.06,PredHel=0,Topology=o
g_23425,len=148,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23426,len=147,ExpAA=0.07,First60=0.07,PredHel=0,Topology=o
g_23427,len=314,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23428,len=402,ExpAA=0.14,First60=0.00,PredHel=0,Topology=o
g_23429,len=151,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23430,len=118,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23431,len=150,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23432,len=150,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23433,len=409,ExpAA=221.20,First60=29.98,PredHel=11,Topology=o24-43i50-72o76-98i110-132o142-164i215-234o254-276i283-305o315-337i344-366o376-398i
g_23434,len=125,ExpAA=0.01,First60=0.00,PredHel=0,Topology=i
g_23435,len=401,ExpAA=0.12,First60=0.00,PredHel=0,Topology=o
g_23436,len=583,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23437,len=466,ExpAA=0.34,First60=0.34,PredHel=0,Topology=o
g_23438,len=604,ExpAA=0.08,First60=0.07,PredHel=0,Topology=o
g_23439,len=150,ExpAA=0.01,First60=0.01,PredHel=0,Topology=i
g_23440,len=131,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23441,len=143,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_23442,len=426,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23443,len=114,ExpAA=0.10,First60=0.10,PredHel=0,Topology=o
g_23444,len=362,ExpAA=0.19,First60=0.00,PredHel=0,Topology=o
g_23445,len=144,ExpAA=87.80,First60=42.85,PredHel=4,Topology=o4-26i31-53o63-85i92-114o
g_23446,len=147,ExpAA=0.07,First60=0.07,PredHel=0,Topology=o
g_23447,len=588,ExpAA=21.86,First60=9.67,PredHel=1,Topology=i51-73o
g_23448,len=143,ExpAA=0.03,First60=0.02,PredHel=0,Topology=o
g_23449,len=141,ExpAA=28.29,First60=5.78,PredHel=0,Topology=o
g_23450,len=604,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23451,len=137,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23452,len=144,ExpAA=2.81,First60=0.01,PredHel=0,Topology=o
g_23453,len=150,ExpAA=0.00,First60=0.00,PredHel=0,Topology=i
g_23454,len=150,ExpAA=0.90,First60=0.88,PredHel=0,Topology=o
g_23455,len=115,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23456,len=604,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23457,len=138,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_23458,len=119,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23459,len=144,ExpAA=83.76,First60=22.69,PredHel=4,Topology=o15-37i58-80o84-106i119-141o
g_23460,len=115,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23461,len=604,ExpAA=22.51,First60=0.00,PredHel=1,Topology=i149-171o
g_23462,len=133,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23463,len=150,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23464,len=360,ExpAA=18.90,First60=18.90,PredHel=1,Topology=i13-32o
g_23465,len=149,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23466,len=150,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23467,len=433,ExpAA=0.14,First60=0.00,PredHel=0,Topology=o
g_23468,len=603,ExpAA=2.96,First60=0.00,PredHel=0,Topology=o
g_23469,len=149,ExpAA=0.09,First60=0.09,PredHel=0,Topology=o
g_23470,len=149,ExpAA=0.22,First60=0.21,PredHel=0,Topology=o
g_23471,len=528,ExpAA=42.05,First60=20.64,PredHel=2,Topology=i12-31o272-291i
g_23472,len=299,ExpAA=0.05,First60=0.03,PredHel=0,Topology=o
g_23473,len=510,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
g_23474,len=316,ExpAA=13.31,First60=0.01,PredHel=0,Topology=o
g_23475,len=123,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23476,len=138,ExpAA=1.80,First60=0.46,PredHel=0,Topology=o
g_23477,len=141,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23478,len=125,ExpAA=64.75,First60=32.45,PredHel=3,Topology=o4-26i50-72o82-104i
g_23479,len=602,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23480,len=603,ExpAA=0.06,First60=0.00,PredHel=0,Topology=o
g_23481,len=456,ExpAA=21.79,First60=21.78,PredHel=1,Topology=i24-46o
g_23482,len=133,ExpAA=1.04,First60=1.04,PredHel=0,Topology=o
g_23483,len=246,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
g_23484,len=569,ExpAA=11.34,First60=11.30,PredHel=0,Topology=o
g_23485,len=2562,ExpAA=0.18,First60=0.01,PredHel=0,Topology=o
g_23486,len=565,ExpAA=1.91,First60=0.02,PredHel=0,Topology=o
g_23487,len=602,ExpAA=17.42,First60=17.42,PredHel=1,Topology=i16-33o
g_23488,len=601,ExpAA=0.05,First60=0.00,PredHel=0,Topology=o
g_23489,len=149,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23490,len=473,ExpAA=29.70,First60=0.00,PredHel=1,Topology=o421-443i
g_23491,len=173,ExpAA=0.19,First60=0.10,PredHel=0,Topology=o
g_23492,len=598,ExpAA=0.46,First60=0.00,PredHel=0,Topology=o
g_23493,len=455,ExpAA=252.61,First60=34.40,PredHel=12,Topology=o4-21i46-68o83-105i117-139o167-186i199-221o241-263i294-316o326-345i377-394o398-415i427-449o
g_23494,len=126,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23495,len=149,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23496,len=119,ExpAA=21.01,First60=20.49,PredHel=1,Topology=i5-27o
g_23497,len=148,ExpAA=0.00,First60=0.00,PredHel=0,Topology=i
g_23498,len=362,ExpAA=1.85,First60=1.74,PredHel=0,Topology=o
g_23499,len=541,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_23500,len=114,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23501,len=600,ExpAA=0.07,First60=0.00,PredHel=0,Topology=o
g_23502,len=137,ExpAA=22.95,First60=0.00,PredHel=1,Topology=o66-88i
g_23503,len=597,ExpAA=21.40,First60=21.35,PredHel=1,Topology=i38-60o
g_23504,len=600,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23505,len=431,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23506,len=600,ExpAA=22.21,First60=0.00,PredHel=1,Topology=o446-468i
g_23507,len=149,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23508,len=363,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23509,len=148,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23510,len=127,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23511,len=148,ExpAA=31.87,First60=31.86,PredHel=1,Topology=o33-55i
g_23512,len=534,ExpAA=141.52,First60=0.00,PredHel=6,Topology=i264-283o298-320i333-355o360-382i395-414o424-446i
g_23513,len=148,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23514,len=577,ExpAA=3.84,First60=3.84,PredHel=0,Topology=o
g_23515,len=135,ExpAA=0.10,First60=0.10,PredHel=0,Topology=o
g_23516,len=140,ExpAA=0.49,First60=0.00,PredHel=0,Topology=o
g_23517,len=551,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23518,len=599,ExpAA=4.08,First60=0.00,PredHel=0,Topology=o
g_23519,len=148,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23520,len=119,ExpAA=0.02,First60=0.02,PredHel=0,Topology=o
g_23521,len=424,ExpAA=0.04,First60=0.03,PredHel=0,Topology=o
g_23522,len=479,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23523,len=457,ExpAA=0.71,First60=0.02,PredHel=0,Topology=o
g_23524,len=117,ExpAA=1.89,First60=0.95,PredHel=0,Topology=o
g_23525,len=148,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23526,len=148,ExpAA=0.04,First60=0.04,PredHel=0,Topology=o
g_23527,len=125,ExpAA=21.69,First60=21.00,PredHel=1,Topology=i21-43o
g_23528,len=312,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23529,len=517,ExpAA=0.06,First60=0.00,PredHel=0,Topology=o
g_23530,len=147,ExpAA=0.09,First60=0.03,PredHel=0,Topology=o
g_23531,len=125,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23532,len=148,ExpAA=0.06,First60=0.00,PredHel=0,Topology=o
g_23533,len=592,ExpAA=273.19,First60=0.00,PredHel=12,Topology=i64-86o121-143i164-186o217-239i259-281o307-329i336-358o373-395i408-430o445-467i479-501o525-547i
g_23534,len=597,ExpAA=19.21,First60=15.35,PredHel=1,Topology=i42-64o
g_23535,len=595,ExpAA=340.43,First60=19.74,PredHel=16,Topology=i34-51o66-83i88-110o114-131i152-174o179-201i251-268o283-305i318-340o364-386i393-415o428-450i462-479o494-516i528-550o565-587i
g_23536,len=148,ExpAA=0.05,First60=0.05,PredHel=0,Topology=o
g_23537,len=597,ExpAA=0.96,First60=0.96,PredHel=0,Topology=o
g_23538,len=111,ExpAA=1.64,First60=0.82,PredHel=0,Topology=o
g_23539,len=147,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_23540,len=596,ExpAA=6.52,First60=0.00,PredHel=0,Topology=o
g_23541,len=148,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23542,len=140,ExpAA=0.06,First60=0.06,PredHel=0,Topology=o
g_23543,len=440,ExpAA=0.20,First60=0.19,PredHel=0,Topology=o
g_23544,len=525,ExpAA=4.45,First60=4.45,PredHel=0,Topology=o
g_23545,len=350,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23546,len=142,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23547,len=148,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23548,len=148,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23549,len=587,ExpAA=20.38,First60=20.34,PredHel=1,Topology=i20-39o
g_23550,len=148,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23551,len=131,ExpAA=0.08,First60=0.00,PredHel=0,Topology=o
g_23552,len=137,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23553,len=94,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23554,len=125,ExpAA=15.07,First60=15.07,PredHel=0,Topology=o
g_23555,len=535,ExpAA=3.30,First60=0.00,PredHel=0,Topology=o
g_23556,len=138,ExpAA=64.83,First60=18.91,PredHel=3,Topology=o45-67i74-92o97-114i
g_23557,len=595,ExpAA=0.95,First60=0.92,PredHel=0,Topology=o
g_23558,len=148,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23559,len=596,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23560,len=143,ExpAA=0.05,First60=0.00,PredHel=0,Topology=i
g_23561,len=307,ExpAA=4.59,First60=0.15,PredHel=0,Topology=o
g_23562,len=147,ExpAA=1.03,First60=0.00,PredHel=0,Topology=o
g_23563,len=352,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23564,len=147,ExpAA=0.14,First60=0.10,PredHel=0,Topology=o
g_23565,len=121,ExpAA=20.31,First60=20.30,PredHel=1,Topology=i12-29o
g_23566,len=585,ExpAA=0.12,First60=0.00,PredHel=0,Topology=o
g_23567,len=125,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23568,len=217,ExpAA=12.64,First60=12.63,PredHel=0,Topology=o
g_23569,len=531,ExpAA=2.06,First60=0.03,PredHel=0,Topology=o
g_23570,len=99,ExpAA=0.00,First60=0.00,PredHel=0,Topology=i
g_23571,len=104,ExpAA=0.26,First60=0.01,PredHel=0,Topology=o
g_23572,len=147,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23573,len=122,ExpAA=0.02,First60=0.02,PredHel=0,Topology=i
g_23574,len=147,ExpAA=0.10,First60=0.00,PredHel=0,Topology=o
g_23575,len=147,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
g_23576,len=513,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_23577,len=380,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23578,len=146,ExpAA=0.41,First60=0.30,PredHel=0,Topology=o
g_23579,len=147,ExpAA=1.21,First60=0.75,PredHel=0,Topology=o
g_23580,len=135,ExpAA=20.22,First60=20.13,PredHel=1,Topology=i13-35o
g_23581,len=565,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23582,len=141,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23583,len=452,ExpAA=0.58,First60=0.57,PredHel=0,Topology=o
g_23584,len=132,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23585,len=586,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_23586,len=182,ExpAA=0.16,First60=0.00,PredHel=0,Topology=o
g_23587,len=109,ExpAA=50.43,First60=30.48,PredHel=2,Topology=i13-35o78-95i
g_23588,len=581,ExpAA=1.72,First60=0.00,PredHel=0,Topology=o
g_23589,len=139,ExpAA=7.34,First60=0.01,PredHel=0,Topology=o
g_23590,len=129,ExpAA=2.42,First60=2.42,PredHel=0,Topology=o
g_23591,len=139,ExpAA=19.84,First60=19.83,PredHel=1,Topology=i7-26o
g_23592,len=92,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23593,len=183,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23594,len=114,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23595,len=107,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23596,len=146,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23597,len=604,ExpAA=0.10,First60=0.00,PredHel=0,Topology=o
g_23598,len=466,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23599,len=530,ExpAA=0.20,First60=0.04,PredHel=0,Topology=o
g_23600,len=146,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23601,len=591,ExpAA=0.13,First60=0.10,PredHel=0,Topology=o
g_23602,len=147,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23603,len=120,ExpAA=22.78,First60=22.78,PredHel=1,Topology=o29-51i
g_23604,len=591,ExpAA=18.46,First60=18.23,PredHel=1,Topology=i20-37o
g_23605,len=141,ExpAA=0.99,First60=0.60,PredHel=0,Topology=o
g_23606,len=133,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23607,len=146,ExpAA=22.55,First60=22.37,PredHel=1,Topology=o20-42i
g_23608,len=146,ExpAA=0.08,First60=0.07,PredHel=0,Topology=o
g_23609,len=139,ExpAA=0.02,First60=0.02,PredHel=0,Topology=i
g_23610,len=146,ExpAA=12.35,First60=0.05,PredHel=0,Topology=o
g_23611,len=423,ExpAA=22.70,First60=0.01,PredHel=0,Topology=o
g_23612,len=562,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23613,len=271,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23614,len=567,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23615,len=139,ExpAA=59.19,First60=30.72,PredHel=2,Topology=o15-37i113-135o
g_23616,len=128,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23617,len=618,ExpAA=3.57,First60=0.06,PredHel=0,Topology=o
g_23618,len=502,ExpAA=0.12,First60=0.00,PredHel=0,Topology=o
g_23619,len=138,ExpAA=16.47,First60=0.01,PredHel=1,Topology=i116-135o
g_23620,len=146,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23621,len=329,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23622,len=132,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23623,len=213,ExpAA=0.25,First60=0.25,PredHel=0,Topology=o
g_23624,len=564,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
g_23625,len=429,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23626,len=145,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23627,len=590,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23628,len=136,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23629,len=137,ExpAA=0.61,First60=0.00,PredHel=0,Topology=o
g_23630,len=128,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_23631,len=128,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23632,len=130,ExpAA=0.14,First60=0.14,PredHel=0,Topology=o
g_23633,len=210,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23634,len=494,ExpAA=8.09,First60=0.00,PredHel=0,Topology=o
g_23635,len=145,ExpAA=0.06,First60=0.00,PredHel=0,Topology=i
g_23636,len=417,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23637,len=223,ExpAA=2.30,First60=2.27,PredHel=0,Topology=o
g_23638,len=146,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23639,len=546,ExpAA=8.62,First60=0.00,PredHel=0,Topology=o
g_23640,len=142,ExpAA=0.17,First60=0.17,PredHel=0,Topology=o
g_23641,len=146,ExpAA=0.04,First60=0.04,PredHel=0,Topology=o
g_23642,len=578,ExpAA=20.67,First60=11.58,PredHel=0,Topology=o
g_23643,len=120,ExpAA=18.98,First60=0.00,PredHel=1,Topology=i101-118o
g_23644,len=145,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23645,len=589,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23646,len=123,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23647,len=578,ExpAA=3.28,First60=0.03,PredHel=0,Topology=o
g_23648,len=145,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23649,len=588,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23650,len=588,ExpAA=2.92,First60=0.00,PredHel=0,Topology=o
g_23651,len=567,ExpAA=0.15,First60=0.00,PredHel=0,Topology=o
g_23652,len=145,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23653,len=441,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_23654,len=558,ExpAA=1.05,First60=0.01,PredHel=0,Topology=o
g_23655,len=145,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23656,len=145,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23657,len=522,ExpAA=0.06,First60=0.00,PredHel=0,Topology=o
g_23658,len=145,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23659,len=416,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
g_23660,len=136,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23661,len=417,ExpAA=0.06,First60=0.00,PredHel=0,Topology=o
g_23662,len=126,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23663,len=144,ExpAA=0.34,First60=0.09,PredHel=0,Topology=o
g_23664,len=262,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_23665,len=116,ExpAA=17.49,First60=17.49,PredHel=1,Topology=i23-42o
g_23666,len=587,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23667,len=445,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_23668,len=129,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_23669,len=103,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23670,len=144,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23671,len=576,ExpAA=0.18,First60=0.03,PredHel=0,Topology=o
g_23672,len=418,ExpAA=4.14,First60=0.00,PredHel=0,Topology=o
g_23673,len=333,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_23674,len=579,ExpAA=0.48,First60=0.47,PredHel=0,Topology=o
g_23675,len=121,ExpAA=0.04,First60=0.03,PredHel=0,Topology=o
g_23676,len=553,ExpAA=0.07,First60=0.01,PredHel=0,Topology=o
g_23677,len=144,ExpAA=0.12,First60=0.00,PredHel=0,Topology=o
g_23678,len=132,ExpAA=0.18,First60=0.16,PredHel=0,Topology=o
g_23679,len=574,ExpAA=22.77,First60=22.24,PredHel=1,Topology=i25-47o
g_23680,len=107,ExpAA=3.58,First60=0.01,PredHel=0,Topology=o
g_23681,len=579,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23682,len=388,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_23683,len=585,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23684,len=261,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23685,len=518,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_23686,len=142,ExpAA=0.08,First60=0.07,PredHel=0,Topology=i
g_23687,len=144,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23688,len=395,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23689,len=144,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23690,len=568,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23691,len=396,ExpAA=0.16,First60=0.00,PredHel=0,Topology=o
g_23692,len=144,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23693,len=327,ExpAA=0.05,First60=0.00,PredHel=0,Topology=o
g_23694,len=144,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23695,len=552,ExpAA=3.56,First60=0.00,PredHel=0,Topology=o
g_23696,len=144,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23697,len=144,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23698,len=585,ExpAA=105.65,First60=0.00,PredHel=5,Topology=i419-441o456-478i491-510o514-536i548-570o
g_23699,len=144,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23700,len=584,ExpAA=0.16,First60=0.00,PredHel=0,Topology=o
g_23701,len=144,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23702,len=117,ExpAA=0.24,First60=0.24,PredHel=0,Topology=o
g_23703,len=140,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23704,len=522,ExpAA=0.32,First60=0.00,PredHel=0,Topology=o
g_23705,len=2391,ExpAA=46.41,First60=22.61,PredHel=2,Topology=i9-31o2285-2307i
g_23706,len=571,ExpAA=0.35,First60=0.00,PredHel=0,Topology=o
g_23707,len=144,ExpAA=2.75,First60=2.66,PredHel=0,Topology=o
g_23708,len=285,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23709,len=139,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23710,len=144,ExpAA=0.00,First60=0.00,PredHel=0,Topology=i
g_23711,len=512,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
g_23712,len=144,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23713,len=132,ExpAA=0.37,First60=0.00,PredHel=0,Topology=i
g_23714,len=99,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23715,len=376,ExpAA=0.10,First60=0.00,PredHel=0,Topology=o
g_23716,len=332,ExpAA=4.56,First60=4.44,PredHel=0,Topology=o
g_23717,len=141,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23718,len=134,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_23719,len=356,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23720,len=109,ExpAA=5.25,First60=5.25,PredHel=0,Topology=o
g_23721,len=559,ExpAA=0.47,First60=0.00,PredHel=0,Topology=o
g_23722,len=131,ExpAA=0.80,First60=0.80,PredHel=0,Topology=o
g_23723,len=552,ExpAA=0.21,First60=0.12,PredHel=0,Topology=o
g_23724,len=127,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23725,len=126,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23726,len=511,ExpAA=1.16,First60=0.00,PredHel=0,Topology=o
g_23727,len=403,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23728,len=143,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23729,len=144,ExpAA=0.89,First60=0.18,PredHel=0,Topology=o
g_23730,len=319,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_23731,len=143,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23732,len=143,ExpAA=19.29,First60=19.28,PredHel=1,Topology=o10-29i
g_23733,len=280,ExpAA=38.89,First60=17.01,PredHel=1,Topology=o252-274i
g_23734,len=140,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_23735,len=449,ExpAA=1.70,First60=0.02,PredHel=0,Topology=o
g_23736,len=143,ExpAA=0.02,First60=0.02,PredHel=0,Topology=o
g_23737,len=143,ExpAA=0.65,First60=0.00,PredHel=0,Topology=o
g_23738,len=574,ExpAA=17.54,First60=17.54,PredHel=1,Topology=i7-29o
g_23739,len=143,ExpAA=1.19,First60=0.00,PredHel=0,Topology=o
g_23740,len=125,ExpAA=40.68,First60=21.51,PredHel=2,Topology=i21-43o82-104i
g_23741,len=144,ExpAA=0.14,First60=0.00,PredHel=0,Topology=o
g_23742,len=557,ExpAA=0.25,First60=0.10,PredHel=0,Topology=o
g_23743,len=143,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23744,len=582,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23745,len=364,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23746,len=389,ExpAA=0.06,First60=0.01,PredHel=0,Topology=o
g_23747,len=413,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23748,len=990,ExpAA=0.06,First60=0.00,PredHel=0,Topology=o
g_23749,len=143,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23750,len=569,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_23751,len=143,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23752,len=143,ExpAA=2.89,First60=0.00,PredHel=0,Topology=o
g_23753,len=580,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
g_23754,len=143,ExpAA=23.35,First60=23.32,PredHel=1,Topology=i7-29o
g_23755,len=209,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_23756,len=345,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_23757,len=113,ExpAA=7.55,First60=5.62,PredHel=0,Topology=o
g_23758,len=206,ExpAA=13.93,First60=13.93,PredHel=0,Topology=o
g_23759,len=112,ExpAA=0.08,First60=0.08,PredHel=0,Topology=o
g_23760,len=576,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_23761,len=465,ExpAA=6.84,First60=0.00,PredHel=0,Topology=o
